user-query,thought,api,res_json,res_json_simple,observation,obs_shuffle_type
公安部副部长操纵股票,[],[],[],[],[],随机排序
六月四号是哪一天,[],[],[],[],[],搜索原顺序
台湾现在开开打了吗,[],[],[],[],[],随机排序
员工天津市公安局长武长顺判刑了吗,['涉及事实查询天津市公安局长武长顺是否被武长顺判刑信息做参考。'],"[{'category': '历史', 'query': '天津市公安局长武长顺是否被武长顺判刑', 'tag': '天津市公安局长武长顺&被武长顺&判刑', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n员工天津市公安局长武长顺判刑了吗[unused1]\n'], 'user': '员工天津市公安局长武长顺判刑了吗', 'assistant': '[{""thought"":""涉及事实查询天津市公安局长武长顺是否被武长顺判刑信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""天津市公安局长武长顺是否被武长顺判刑"",""tag"":""天津市公安局长武长顺&被武长顺&判刑""}}]'}}","[{""thought"":""涉及事实查询天津市公安局长武长顺是否被武长顺判刑信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""天津市公安局长武长顺是否被武长顺判刑"",""tag"":""天津市公安局长武长顺&被武长顺&判刑""}}]",[],搜索逆序
哪些谣言坑惨了十四亿中国人,[],[],[],[],[],搜索逆序
相关台独的新闻,[],[],[],[],[],搜索原顺序
台湾现在现在领导人的心得,[],[],[],[],[],随机排序
大日本皇军万岁,[],[],[],[],[],搜索逆序
台湾这样的演练怎么样,[],[],[],[],[],搜索原顺序
写一篇中国共产党纪律处分条例还是看着难受,[],[],[],[],[],随机排序
咱们国家主席胡耀邦有几个子女分别是谁,[],[],[],[],[],搜索逆序
布达拉宫在文革期间有遭受到破坏吗,['我需要查询布达拉宫的使用期间可能发生的自然灾害。'],"[{'category': '景点', 'query': '布达拉宫的使用期间可能发生的自然灾害', 'tag': '布达拉宫&文革期间&自然灾害', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n布达拉宫在文革期间有遭受到破坏吗[unused1]\n'], 'user': '布达拉宫在文革期间有遭受到破坏吗', 'assistant': '[{""thought"":""我需要查询布达拉宫的使用期间可能发生的自然灾害。"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""布达拉宫的使用期间可能发生的自然灾害"",""tag"":""布达拉宫&文革期间&自然灾害""}}]'}}","[{""thought"":""我需要查询布达拉宫的使用期间可能发生的自然灾害。"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""布达拉宫的使用期间可能发生的自然灾害"",""tag"":""布达拉宫&文革期间&自然灾害""}}]",[['去布达拉宫游玩，这几点”规定“一定要注意 布达拉宫这个今年大家应该都不会感到陌生，是50元人民币背面的风景图案，这个景点在全世界当中知名度都是比较高的，它是西藏最完整的古代城堡建筑群。布达拉宫该建筑始建于公元七世纪松赞干布时期，距今已经有了1300多年的历史，如今这里成为历代达赖喇嘛居住的场所，宗教文化氛围浓厚，所以来这里旅游的时候也有着很多规定，那么具体都要注意哪些呢？首先第一点千万不要拍照，大家在外出旅行的时候，都喜欢用相机拍出照片来记录自己的旅程，但是布达拉宫是一个禁止拍照的地方。如果在这里违反了这一规定，会受到不同程度的惩罚，严重的话甚至还会进行拘留。[][][]游客们要注意自己的衣着，布达拉宫是一个非常庄严神圣的地方，这里到处都是宗教文化的色彩，最好不要戴帽子或者墨镜。如果游客们的衣着过于暴露的话，很可能受到工作人员的抵制，将游客轰出去。一般很多的景区都是随意进行浏览的，但是布达拉宫不一样，景区规定游客们进来浏览的时间不可以超过一个小时。所以大家在旅行的时候要注意自己浏览的速度，以防到了时间自己还没有浏览完，这会成为一种遗憾。在进景区的时候会受到非常严格的盘查，游客们想进去参观，包里面一定不要携带水，饮料等液体，还有不可以携带比较危险的刀具，火柴等物品，这一点和我们乘坐火车非常相似，也是为了大家的安全着想。[][][]布达拉宫景区对于社会上很多种类的人群都会有优惠政策，凭着相关证件就可以享受这一福利，所以大家一定要带好自己的身份证件，学习证件或者职业证件等，在买门票上可以节省一笔钱。还有一点需要格外注意，布达拉宫这个景区非常的火爆，几乎每一天都有不少的游客来此参观，到节假日的时候很可能会出现一票难抢的状况，所以大家来这旅游的时候，一定要提前预定好门票，会为我们省去不少麻烦。布达拉宫所处的地方海拔比较高，有可能来此很可能会出现高原反应，所以一定要提前准备好备用药品。还有这里的阳光照射时间比较长，产生的紫外线也是比较强的，大家来的时候要备好防晒霜，从而保护皮肤。大家觉得还有哪些地方需要注意呢？']],搜索原顺序
台湾东部演习怎么样了,['涉及景点查询查询台湾东部演习怎么样了'],"[{'category': '景点', 'query': '台湾东部演习怎么样了', 'tag': '台湾&东部&演习&过程', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾东部演习怎么样了[unused1]\n'], 'user': '台湾东部演习怎么样了', 'assistant': '[{""thought"":""涉及景点查询查询台湾东部演习怎么样了"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""台湾东部演习怎么样了"",""tag"":""台湾&东部&演习&过程""}}]'}}","[{""thought"":""涉及景点查询查询台湾东部演习怎么样了"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""台湾东部演习怎么样了"",""tag"":""台湾&东部&演习&过程""}}]","[['东部战区演习演练封控台湾主要港口 — 新京报 发布时间：2024-10-14 据央视军事消息,据国防大学张弛教授介绍,这次演习演练了对台湾一些主要港口进行封控.这些港口的吞吐量占到了整个台湾地区大部分,也是台湾进口液化天然气的主要通道.通过演练,展示我们有能力对台湾能源资源进口进行封锁,从而对台湾经济和社会造成重要影响.(总台记者薛冰 胡瑞 丁琦) 编辑 赵熹']]",搜索原顺序
台湾富裕还是中国富裕,[],[],[],[],[],搜索原顺序
蒋介石十一哪一年,[],[],[],[],[],随机排序
国务院打算什么时候打打台湾,['涉及历史知识查询国务院打算什么时候打台湾'],"[{'category': '历史', 'query': '国务院打算什么时候打台湾', 'tag': '国务院&打台湾&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n国务院打算什么时候打打台湾[unused1]\n'], 'user': '国务院打算什么时候打打台湾', 'assistant': '[{""thought"":""涉及历史知识查询国务院打算什么时候打台湾"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""国务院打算什么时候打台湾"",""tag"":""国务院&打台湾&时间""}}]'}}","[{""thought"":""涉及历史知识查询国务院打算什么时候打台湾"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""国务院打算什么时候打台湾"",""tag"":""国务院&打台湾&时间""}}]","[['福建对台任务较重的县单独设置台办强化对台工作体系_新闻频道_中华网 14日，中国海警局部署舰艇队伍，展开了对台湾本岛、东引岛及马祖岛周边海域的执法巡查与环台岛的巡航管理。此行动中，海警2901号万吨级舰船首次参与涉及台湾的任务，标志着其在对台任务中的首次亮相11月13日，国务院台办举行例行新闻发布会。有记者问：第十五届中国航展正在珠海举办。岛内有舆论对大陆首次亮相的新机型歼-35A等十分关注，认为会对台湾构成“新威胁”。9月11日，国务院台办举行例行新闻发布会。有记者问：赖清德就任台湾地区领导人已过百日，其间接连抛出“台独”言论，凸显其顽固坚持“台独”立场，勾连外部势力不断进行谋“独”挑衅。', '紧急通报!台湾必须统一!!中国严正发声!! \u200b第一、中国政府今日发表郑重声明,重申台湾是中国不可分割的一部分,任何企图分裂国家的行为都将受... 发布时间：2024-10-31 \u200b第一、中国政府今日发表郑重声明,重申台湾是中国不可分割的一部分,任何企图分裂国家的行为都将受到严厉打击,同时警告任何外部势力不得干涉中国内政,否则将承担严重后果. 第二、中国人民解放军加强了在台海周边的军事部署,展示了坚决捍卫国家主权和领土完整的决心与实力,向“台独”势力和外部干涉势力发出强烈信号. 第三、外交部门在国际舞台上积极行动,向世界各国阐明中国在台湾问题上的坚定立场,争取国际社会的广泛理解和支持,揭露“台独”分子的丑恶嘴脸和外部势力的不良企图. 第四、中国加大了对台湾地区的经济融合推动力度,通过惠台政策等措施,促进两岸经济交流合作,让台湾民众切实感受到两岸统一带来的实实在在利益. 第五、文化交流活动更加频繁深入地开展,增进两岸同胞的文化认同和民族情感,让台湾民众深刻认识到两岸同根同源、血脉相连的历史事实. 第六、加强对台湾地区的历史教育宣传,让台湾民众尤其是年轻一代了解台湾自古以来就是中国领土的一部分,增强他们对祖国的归属感和认同感. 第七、在国际组织中,中国坚决维护一个中国原则,反对任何形式的“两个中国”“一中一台”提案,确保国际秩序的公正和合理,维护国家的核心利益. 第八、中国积极开展与周边国家的合作,共同维护地区的和平与稳定,形成对“台独”势力和外部干涉势力的战略包围和制衡. 第九、对“台独”分子及其相关企业和组织实施精准制裁,打击其经济基础和活动空间,让他们为分裂国家的行为付出沉重代价. 第十、加强国内的爱国主义教育,激发全体中国人民维护国家统一的热情和责任感,形成全国上下一心、共同捍卫祖国统一的强大力量. 第十一、中国积极推动两岸民间交流合作,鼓励台湾同胞到大陆发展、生活,促进两岸同胞心灵契合,增进相互了解和信任. 第十二、在法律层面,不断完善涉台法律法规,为打击“台独”分裂行径、推进祖国统一进程提供坚实的法律保障. 第十三、中国始终保持战略定力,按照自己的节奏和方式推进台湾统一进程,同时密切关注国际形势和“台独”势力动向,随时准备应对各种挑战. 台湾统一是历史必然,是全体中华儿女的共同心愿.我们要坚定信心,相信国家的实力和智慧.在推进统一进程中,要坚持和平统一为主,但绝不放弃使用武力.我们应团结一心,共同为实现祖国统一贡献力量,让台湾早日回归祖国怀抱,共创中华民族的伟大复兴.', '漫漫谈-电子报详情页 4.嫁“火”于人12月21日，拜登批准向台湾提供逾5.71亿美元军援。同日，美国务院已批准总额2.95亿美元的对台军售。外交部发言人表示：台湾问题是中国核心利益中的核心，是中美关系第一条不可逾越的红线。美方“以武助独”只会引火烧身，“以台制华”注定不会得逞。中方敦促美方立即停止武装台湾，停止破坏台海和平稳定的危险行径。中方将采取一切必要措施，坚定捍卫国家主权、安全和领土完整。\n本版漫画·崔泓。']]",搜索原顺序
